OBJECTID,StopCountAug19,StopCountSep20,TARGET_FID_12,GEOID_D,Ar_SqKm,TotalPp,TtlMale,TtlFeml,PropMal,PropFml,Ag17ndr,Ag18_54,Ag55_64,Age65Up,PrpA17U,PrpA65U,TtlPOC,PropPOC,TtlHH,TtlHHNC,PrpHHNC,TtlP_5U,Md_HHnc,Ttl_Und,Ttl_DNW,Prp_UnE,Prp_DNW,Ttl_OcU,Ttl_RnU,Prp_Rnt,Avg_HH_,FreqSep20,FreqAug19,FreqPandemic,StopCountPandemic,Shape_Length,Shape_Area,FreqSep20Daily,FreqAug19Daily,FreqPandemicDaily
178,12,12,178,14000US08005080200,2.594875336,6595,3097,3498,0.46959818,0.53040182,1294,3331,980,990,0.196209249,0.150113723,2561,0.388324488,2154,116,0.053853296,6219,82967,1247,1478,0.230116258,0.272744049,2154,959,0.445218199,3.05,1556,3273,3037,12,6443.751477,2594875.356,1556,3273,3037
179,25,22,179,14000US08005081800,2.117457628,5646,2611,3035,0.462451293,0.537548707,1666,3293,305,382,0.29507616,0.067658519,2615,0.463159759,1577,91,0.057704502,5106,51932,1052,1141,0.249348187,0.270443233,1577,839,0.532022828,3.54,3709,8416,7857,25,5809.012724,2117457.708,3709,8416,7857
180,13,13,180,14000US08005081900,2.621631622,7081,3807,3274,0.537635927,0.462364073,2004,3388,863,826,0.283010874,0.116650191,3238,0.457280045,2361,356,0.150783566,6261,42815,1137,1975,0.217482785,0.377773527,2361,1213,0.513765354,2.99,1278,3004,2780,13,6499.745242,2621631.521,1278,3004,2780
181,10,10,181,14000US08005080000,1.330443263,3545,1617,1928,0.456135402,0.543864598,921,1921,315,388,0.259802539,0.109449929,1602,0.45190409,1244,42,0.033762058,3369,51400,783,961,0.27934356,0.34284695,1244,621,0.499196141,2.85,989,2160,1965,10,4902.155481,1330443.282,989,2160,1965
182,11,11,182,14000US08005080100,1.4353652,4266,2127,2139,0.49859353,0.50140647,994,2041,593,638,0.233005157,0.149554618,1858,0.435536803,1802,377,0.209211987,4069,39515,813,1002,0.237719298,0.292982456,1802,1129,0.626526082,2.33,1265,2656,2504,11,5864.593219,1435365.205,1265,2656,2504
183,5,5,183,14000US08031002901,0.994667232,3414,1895,1519,0.55506737,0.44493263,371,2438,302,303,0.108670182,0.088752197,279,0.08172232,1706,67,0.039273154,3225,81779,766,411,0.251559934,0.134975369,1706,879,0.515240328,2,918,2206,2028,5,4766.144393,994667.2309,918,2206,2028
184,3,3,184,14000US08035014139,3.747467279,4007,1895,2112,0.472922386,0.527077614,920,1958,330,799,0.229598203,0.199401048,568,0.141751934,1516,40,0.026385224,3837,120714,821,844,0.257366771,0.264576803,1516,127,0.083773087,2.64,129,360,309,3,8830.940724,3747467.306,129,360,309
185,8,8,185,14000US08005080900,1.676099539,5004,2517,2487,0.502997602,0.497002398,1535,2459,410,600,0.306754596,0.119904077,2045,0.408673062,1339,29,0.021657954,4665,65270,1161,992,0.321073009,0.274336283,1339,343,0.256161314,3.73,677,1520,1359,8,5342.812167,1676099.522,677,1520,1359
186,20,20,186,14000US08005080700,2.521833181,5794,3002,2792,0.518122195,0.481877805,1460,2924,630,780,0.251984812,0.134622023,2551,0.440283051,1920,169,0.088020833,5356,66882,1106,1346,0.248874887,0.302880288,1920,857,0.446354167,2.91,1960,4130,3895,20,6315.896333,2521833.269,1960,4130,3895
187,17,17,187,14000US08005080300,2.524538279,5529,2761,2768,0.499366974,0.500633026,929,3157,655,788,0.168023151,0.142521252,2303,0.416531018,2263,126,0.055678303,5294,68924,1245,1043,0.260188088,0.217972832,2263,549,0.242598321,2.44,2132,4598,4262,17,6229.271481,2524538.168,2132,4598,4262
188,23,23,188,14000US08005080400,2.414601326,5187,2580,2607,0.49739734,0.50260266,977,2610,746,854,0.188355504,0.164642375,1726,0.332754964,2047,54,0.026380068,5038,69175,1083,1048,0.250520472,0.242424242,2047,471,0.230092819,2.53,3230,7998,6981,23,7978.638232,2414601.379,3230,7998,6981
189,17,17,189,14000US08005081600,3.117594719,5215,2523,2692,0.48379674,0.51620326,1181,2482,628,924,0.226462128,0.177181208,1479,0.283604986,1840,216,0.117391304,5006,73611,698,1445,0.16917111,0.350218129,1840,532,0.289130435,2.72,1880,4102,3927,17,8228.401561,3117594.67,1880,4102,3927
190,8,8,190,14000US08005082500,1.257133007,2246,1096,1150,0.487978629,0.512021371,497,1178,296,275,0.22128228,0.122439893,536,0.238646483,743,21,0.028263795,2128,68618,492,424,0.27765237,0.239277652,743,104,0.139973082,3.02,680,1692,1526,8,4962.968672,1257133.034,680,1692,1526
191,8,8,191,14000US08031002902,1.262460351,4150,2083,2067,0.501927711,0.498072289,610,2618,411,511,0.146987952,0.12313253,306,0.07373494,1916,25,0.013048017,3884,120446,632,734,0.178178743,0.206935438,1916,602,0.314196242,2.17,985,1634,1586,8,5589.411472,1262460.375,985,1634,1586
192,25,25,192,14000US08031003001,2.119185686,5658,2523,3135,0.445917285,0.554082715,988,3216,912,542,0.174620007,0.095793567,471,0.083244963,2692,157,0.058320951,5208,102313,1236,686,0.258577406,0.143514644,2692,855,0.317607727,2.1,4081,8524,8026,25,6080.590344,2119185.76,4081,8524,8026
193,8,8,193,14000US08031003002,1.439996958,2645,1270,1375,0.480151229,0.519848771,325,1692,294,334,0.122873346,0.126275992,400,0.151228733,1295,110,0.084942085,2522,91033,552,410,0.234693878,0.174319728,1295,586,0.452509653,2.01,1122,2266,2193,8,4820.972594,1439997.002,1122,2266,2193
194,14,13,194,14000US08031003004,2.157953501,6312,3236,3076,0.512674271,0.487325729,831,4579,512,390,0.131653992,0.061787072,830,0.131495564,2403,137,0.057012068,5997,65052,1709,1412,0.310219641,0.25630786,2403,1270,0.528506034,2.18,1124,2256,2056,13,6601.318423,2157953.422,1124,2256,2056
195,15,4,195,14000US08031003101,0.51643461,1754,925,829,0.527366021,0.472633979,287,1145,171,151,0.163625998,0.08608894,478,0.272519954,780,100,0.128205128,1649,64250,407,224,0.275,0.151351351,780,424,0.543589744,2.24,302,1612,1037,15,3373.998521,516434.6033,302,1612,1037
196,14,14,196,14000US08031003102,0.868096054,3480,1749,1731,0.502586207,0.497413793,216,2465,366,433,0.062068966,0.124425287,744,0.213793103,1989,553,0.27802916,3418,43219,931,860,0.284448518,0.262755881,1989,1577,0.792860734,1.58,1883,4232,3853,14,4083.976924,868096.0352,1883,4232,3853
197,0,0,197,14000US08123002004,10.19557571,4400,2311,2089,0.525227273,0.474772727,1157,2431,455,357,0.262954545,0.081136364,193,0.043863636,1601,20,0.012492192,4012,53932,753,902,0.224575007,0.269012824,1601,584,0.364772017,2.75,,,,0,15748.75033,10195575.55,,,
198,0,0,198,14000US08123002005,18.40746117,1072,565,507,0.527052239,0.472947761,309,608,98,57,0.288246269,0.053171642,71,0.066231343,343,0,0,902,114188,125,160,0.162127108,0.207522698,343,41,0.119533528,3.13,,,,0,24731.52194,18407461.36,,,
199,0,0,199,14000US08123002019,14.53565025,5495,2749,2746,0.500272975,0.499727025,1543,2845,572,535,0.280800728,0.097361237,645,0.117379436,1905,9,0.004724409,5045,96419,889,938,0.222138931,0.234382809,1905,166,0.087139108,2.88,,,,0,16575.40947,14535650.42,,,
200,0,0,200,14000US08123002018,2.634438038,1794,906,888,0.505016722,0.494983278,512,966,190,126,0.285395764,0.070234114,190,0.105908584,532,4,0.007518797,1653,120789,352,223,0.267680608,0.169581749,532,48,0.090225564,3.37,,,,0,8168.469018,2634437.927,,,
201,0,0,201,14000US08123002006,39.90485764,236,150,86,0.63559322,0.36440678,39,94,38,65,0.165254237,0.275423729,17,0.072033898,95,0,0,236,132734,43,81,0.209756098,0.395121951,95,10,0.105263158,2.48,,,,0,27688.23832,39904858.5,,,
202,28,25,202,14000US08005081000,2.389811039,5773,2572,3201,0.445522259,0.554477741,1582,2984,732,475,0.274034298,0.082279577,3328,0.576476702,2318,250,0.107851596,5155,36737,1241,1121,0.290224509,0.262160898,2318,1590,0.685936152,2.47,3419,7916,7361,28,6326.219603,2389811.019,3419,7916,7361
203,19,12,203,14000US08005082400,2.066578865,4053,2103,1950,0.518874907,0.481125093,835,2203,505,510,0.206020232,0.125832717,1920,0.473723168,1434,53,0.036959554,3915,62461,924,862,0.274918179,0.256471288,1434,544,0.379358438,2.83,1583,4068,3617,19,6794.847456,2066578.77,1583,4068,3617
204,5,5,204,14000US08005084500,0.726248682,3004,1412,1592,0.470039947,0.529960053,685,1653,350,316,0.228029294,0.105193076,1048,0.348868176,1162,35,0.030120482,2849,62292,579,540,0.247013652,0.230375427,1162,790,0.679862306,2.57,396,1054,923,5,3624.880892,726248.6935,396,1054,923
205,11,5,205,14000US08059009852,9.567111969,3779,2020,1759,0.534532945,0.465467055,625,1756,600,798,0.165387669,0.211166975,203,0.053717915,1431,14,0.009783368,3649,88294,815,1089,0.249311716,0.333129397,1431,71,0.049615653,2.63,428,1206,1123,10,13396.85201,9567111.941,428,1206,1123
206,8,8,206,14000US08059009850,54.85906982,2481,1138,1343,0.458686014,0.541313986,407,951,613,510,0.164046755,0.205562273,181,0.072954454,1028,0,0,2398,129231,655,507,0.306504445,0.237248479,1028,82,0.079766537,2.4,12,48,36,8,47156.84214,54859070.31,12,48,36
207,18,9,207,14000US08059011402,1.691066146,4545,2446,2099,0.538173817,0.461826183,801,2715,488,541,0.176237624,0.119031903,1030,0.226622662,1990,221,0.111055276,4257,41990,1080,1093,0.280519481,0.283896104,1990,1397,0.70201005,2.12,1167,3148,2773,18,5820.198351,1691066.194,1167,3148,2773
208,4,0,208,14000US08059012059,1.945093513,3388,1723,1665,0.508559622,0.491440378,870,1452,620,446,0.256788666,0.131641086,166,0.048996458,1173,9,0.007672634,3074,93884,568,706,0.219389726,0.272692159,1173,335,0.285592498,2.87,,176,88,4,6017.334241,1945093.456,,176,88
209,0,0,209,14000US08035013911,36.03318787,7640,3942,3698,0.515968586,0.484031414,2505,3743,599,793,0.327879581,0.103795812,394,0.051570681,2227,14,0.006286484,7112,141653,1412,1393,0.259702042,0.256207467,2227,118,0.05298608,3.43,,,,0,28836.72425,36033186.62,,,
210,5,0,210,14000US08035014009,3.667785883,4040,2060,1980,0.50990099,0.49009901,1231,2120,503,186,0.30470297,0.046039604,569,0.140841584,1246,11,0.00882825,3592,105474,973,561,0.327940681,0.189079879,1246,75,0.060192616,3.24,,186,93,5,12566.91976,3667785.821,,186,93
211,0,0,211,14000US08035014012,48.78992081,8387,4396,3991,0.524144509,0.475855491,2659,4095,784,849,0.317038274,0.101228091,941,0.112197448,2691,0,0,7688,112708,1254,1398,0.208825978,0.232805995,2691,555,0.206243032,3.09,,,,0,34213.55691,48789919.68,,,
212,0,0,212,14000US08035014013,41.33354187,7331,3607,3724,0.492020188,0.507979812,2606,3277,845,603,0.355476743,0.082253444,416,0.056745328,2297,0,0,6782,144756,1332,1232,0.2654444,0.245516142,2297,168,0.073138877,3.19,,,,0,36009.58308,41333542.54,,,
213,10,3,213,14000US08035014125,17.29006577,4723,2315,2408,0.490154563,0.509845437,1003,2309,781,630,0.212365022,0.133389795,437,0.092525937,2045,28,0.013691932,4578,126480,826,924,0.214768591,0.24024961,2045,885,0.432762836,2.31,856,2900,2306,10,20996.68346,17290066.32,856,2900,2306
214,1,1,214,14000US08035014137,11.50756264,9924,4911,5013,0.494860943,0.505139057,3574,5092,777,481,0.360137042,0.04846836,1682,0.16948811,2967,41,0.013818672,9375,160599,1766,1484,0.261513401,0.219754183,2967,300,0.101112235,3.34,43,154,120,1,18347.88348,11507562.57,43,154,120
215,30,18,215,14000US08035014131,14.41265965,4702,2370,2332,0.504040834,0.495959166,701,1955,485,1561,0.149085496,0.331986389,436,0.092726499,2434,289,0.118734593,4517,85115,866,1791,0.208674699,0.431566265,2434,1484,0.609695974,1.93,1620,4260,3750,30,26545.86839,14412659.82,1620,4260,3750
216,4,0,216,14000US08035014135,67.27111053,4120,2109,2011,0.511893204,0.488106796,1377,1787,636,320,0.334223301,0.077669903,314,0.076213592,1272,23,0.018081761,4014,179000,861,746,0.299062174,0.259117749,1272,39,0.030660377,3.24,,184,92,4,41910.27691,67271112.89,,184,92
217,0,0,217,14000US08035014204,28.58738708,3356,1593,1763,0.474672229,0.525327771,878,1822,350,306,0.261620977,0.091179976,279,0.083134684,1186,0,0,3165,117083,502,462,0.195406773,0.179836512,1186,49,0.041315346,2.83,,,,0,31309.26116,28587387.76,,,
218,0,0,218,14000US08035014406,37.33355713,12637,6107,6530,0.483263433,0.516736567,4012,6210,1197,1218,0.317480415,0.096383635,1462,0.115692016,4310,155,0.035962877,11422,114265,2493,2003,0.2742876,0.220376279,4310,646,0.149883991,2.93,,,,0,36753.41991,37333557.53,,,
219,0,0,219,14000US08035014203,18.79169846,6537,3470,3067,0.530824537,0.469175463,1531,3137,965,904,0.234205293,0.138289735,417,0.06379073,2290,0,0,6156,135463,1042,1324,0.205360662,0.260938116,2290,51,0.022270742,2.85,,,,0,29129.67317,18791699.3,,,
220,13,6,220,14000US08035014136,3.34142828,9298,4771,4527,0.513121101,0.486878899,2939,5042,756,561,0.316089482,0.060335556,1360,0.146268015,3018,117,0.038767396,8412,102313,1726,1365,0.256083086,0.202522255,3018,748,0.247846256,3.08,258,1050,783,13,9667.263206,3341428.337,258,1050,783
221,3,3,221,14000US08035014128,2.069526434,4981,2388,2593,0.479421803,0.520578197,1285,2645,576,475,0.257980325,0.095362377,545,0.10941578,1852,0,0,4677,108255,1011,690,0.259964001,0.177423502,1852,306,0.165226782,2.69,129,324,291,3,6299.764941,2069526.339,129,324,291
222,0,0,222,14000US08035014404,238.2891693,2607,1277,1330,0.489835059,0.510164941,358,981,629,639,0.137322593,0.245109321,184,0.07057921,1077,24,0.022284123,2553,126767,516,825,0.22270177,0.356063876,1077,45,0.04178273,2.42,,,,0,77897.03506,238289168.7,,,
223,0,0,223,14000US08035014403,160.1194458,5661,2673,2988,0.47217806,0.52782194,1136,2312,1097,1116,0.200671259,0.197138315,287,0.050697757,2177,42,0.019292605,5469,122969,1259,1394,0.271804836,0.300949914,2177,402,0.184657786,2.6,,,,0,73621.52475,160119451.8,,,
224,0,0,224,14000US08035014603,6.568915844,7125,3686,3439,0.517333333,0.482666667,2379,3815,569,362,0.333894737,0.050807018,441,0.061894737,2201,0,0,6596,96379,1284,728,0.257572718,0.146038114,2201,296,0.134484325,3.24,,,,0,15272.82455,6568915.837,,,
225,0,0,225,14000US08035014505,14.69008064,5442,2628,2814,0.482910695,0.517089305,1153,2498,856,935,0.211870636,0.171811834,379,0.069643513,2141,15,0.007006072,5213,95819,1165,1202,0.255426442,0.263538698,2141,612,0.285847735,2.49,,,,0,21768.9649,14690080.92,,,
226,0,0,226,14000US08035014405,9.211297989,7715,4043,3672,0.52404407,0.47595593,2492,4024,604,595,0.323007129,0.077122489,715,0.092676604,2414,0,0,7109,131944,1288,1113,0.234565653,0.20269532,2414,213,0.088235294,3.2,,,,0,17434.54387,9211297.865,,,
227,39,38,227,14000US08005081100,2.436611414,6230,2887,3343,0.463402889,0.536597111,1603,3582,543,502,0.257303371,0.080577849,3748,0.601605136,2494,300,0.120288693,5681,41673,1413,888,0.293457944,0.184423676,2494,1867,0.748596632,2.5,5814,13338,12475,39,6200.81555,2436611.531,5814,13338,12475
228,32,12,228,14000US08005082000,3.257182837,4162,2067,2095,0.496636233,0.503363767,1074,2561,336,191,0.258049015,0.045891398,2277,0.547092744,1738,52,0.029919448,3760,46278,705,771,0.221350078,0.242072214,1738,1434,0.825086306,2.39,1152,3910,3118,32,7323.394799,3257182.785,1152,3910,3118
229,11,11,229,14000US08005082200,1.953087926,6531,3685,2846,0.564232124,0.435767876,1682,3718,728,403,0.257540959,0.061705711,3240,0.496095544,2123,123,0.057936882,6070,54602,1630,1247,0.315952704,0.24171351,2123,747,0.351860575,3.08,1416,3340,3086,11,5648.522961,1953087.947,1416,3340,3086
230,26,17,230,14000US08005081400,2.651124954,4236,2102,2134,0.496222852,0.503777148,868,1901,457,1010,0.204910293,0.238432483,1278,0.301699717,1586,206,0.129886507,3974,69559,761,1317,0.217056475,0.375641757,1586,411,0.259142497,2.59,2305,6072,5338,26,6979.338088,2651125.049,2305,6072,5338
231,15,15,231,14000US08005084100,1.539697051,4555,2244,2311,0.492645445,0.507354555,1190,2652,476,237,0.261251372,0.052030735,1574,0.345554336,1533,33,0.021526419,4352,72538,953,645,0.266275496,0.180217938,1533,447,0.291585127,2.97,936,2354,2113,15,5035.024444,1539697.054,936,2354,2113
232,15,15,232,14000US08005084200,1.481204152,3785,1783,2002,0.471070013,0.528929987,960,2281,362,182,0.253632761,0.048084544,1099,0.290356671,1274,13,0.010204082,3536,73846,742,551,0.255333792,0.189607708,1274,295,0.23155416,2.97,750,2130,1815,15,6567.617248,1481204.168,750,2130,1815
233,5,5,233,14000US08005084300,1.19159174,3523,1783,1740,0.506102753,0.493897247,809,1899,481,334,0.229633835,0.094805563,996,0.282713596,1180,31,0.026271186,3373,77368,845,519,0.300925926,0.18482906,1180,256,0.216949153,2.98,339,790,734,5,4666.306897,1191591.793,339,790,734
234,2,2,234,14000US08005084400,1.059387803,2808,1378,1430,0.490740741,0.509259259,684,1564,373,187,0.243589744,0.066595442,996,0.354700855,999,25,0.025025025,2627,82686,326,414,0.146253926,0.185733513,999,183,0.183183183,2.81,78,204,180,2,4885.249963,1059387.824,78,204,180
235,4,4,235,14000US08005085700,1.704393148,4468,2423,2045,0.542300806,0.457699194,955,2678,509,326,0.213742167,0.072963295,1001,0.224037601,1674,49,0.029271207,4162,69595,719,718,0.200950252,0.200670766,1674,524,0.3130227,2.67,234,706,587,4,6994.179765,1704393.162,234,706,587
236,16,5,236,14000US08005005632,2.207605124,3355,1597,1758,0.476005961,0.523994039,768,1454,578,555,0.228912072,0.165424739,219,0.065275708,1257,4,0.00318218,3130,119033,743,736,0.274879763,0.272290048,1257,194,0.15433572,2.67,520,2116,1578,16,6138.057688,2207605.177,520,2116,1578
237,5,5,237,14000US08005081500,1.807273149,2905,953,1952,0.328055077,0.671944923,0,121,393,2391,0,0.823063683,191,0.065748709,2136,133,0.062265918,2905,36471,350,2216,0.120481928,0.762822719,2136,481,0.225187266,1.36,645,1464,1376,5,7252.580556,1807273.194,645,1464,1376
238,0,0,238,14000US08019014800,15.11871719,1667,741,926,0.444511098,0.555488902,306,751,276,334,0.183563287,0.200359928,183,0.109778044,843,95,0.112692764,1541,57266,408,437,0.291428571,0.312142857,843,319,0.378410439,1.98,,,,0,21544.72606,15118716.9,,,
239,0,0,239,14000US08019014700,485.3121033,5114,2587,2527,0.50586625,0.49413375,820,2138,1212,944,0.160344153,0.184591318,220,0.043019163,2429,0,0,4953,82978,1179,1303,0.26560036,0.29353458,2429,340,0.139975298,2.09,,,,0,151539.3751,485312096.6,,,
240,0,0,240,14000US08019014900,525.6651001,2598,1488,1110,0.572748268,0.427251732,346,1368,393,491,0.133179369,0.188991532,96,0.036951501,1368,21,0.015350877,2535,58357,561,644,0.243383948,0.279392625,1368,433,0.316520468,1.83,,,,0,138454.3164,525665103.7,,,
241,0,0,241,14000US08005084800,1.50759995,3419,1776,1643,0.519450132,0.480549868,899,1914,401,205,0.262942381,0.059959052,626,0.183094472,1192,0,0,3243,91667,711,614,0.265496639,0.229275579,1192,176,0.147651007,2.87,,,,0,5647.931273,1507599.914,,,
242,4,4,242,14000US08005085800,1.489192963,1759,902,857,0.512791359,0.487208641,414,805,304,236,0.235361001,0.13416714,360,0.20466174,631,0,0,1644,82589,331,301,0.238300936,0.216702664,631,105,0.166402536,2.79,152,416,360,4,7247.857828,1489192.918,152,416,360
243,0,0,243,14000US08123002103,215.6869049,10165,5293,4872,0.520708313,0.479291687,2712,4189,1877,1387,0.266797836,0.136448598,551,0.054205607,3480,18,0.005172414,9437,99122,1650,2167,0.211565585,0.277856135,3480,200,0.057471264,2.92,,,,0,75038.69061,215686906.7,,,
244,30,27,244,14000US08005006856,18.85042572,9070,5086,3984,0.560749724,0.439250276,2108,6126,515,321,0.232414553,0.0353914,2811,0.309922822,3414,68,0.019917985,8301,77075,2312,1302,0.323764179,0.182327405,3414,2178,0.637961336,2.27,2814,3591,4667,27,21101.43172,18850425.7,2814,3591,4667
245,1,1,245,14000US08005086300,5.01869154,4680,2539,2141,0.542521368,0.457478632,1062,2957,339,322,0.226923077,0.068803419,1532,0.327350427,1892,4,0.002114165,4438,86293,856,681,0.230417227,0.183310902,1892,1046,0.552854123,2.46,103,126,170,1,10784.74231,5018691.538,103,126,170
246,3,3,246,14000US08005085200,3.603410721,2980,1453,1527,0.487583893,0.512416107,805,1408,426,341,0.270134228,0.11442953,468,0.15704698,943,4,0.004241782,2814,143125,688,528,0.298352125,0.22896791,943,41,0.043478261,3.14,159,402,360,3,10597.09729,3603410.683,159,402,360
247,3,3,247,14000US08005085300,1.845868707,2704,1274,1430,0.471153846,0.528846154,627,1466,331,280,0.231878698,0.103550296,510,0.188609467,1010,11,0.010891089,2569,104500,434,504,0.202142524,0.234746157,1010,342,0.338613861,2.68,159,402,360,3,7612.033089,1845868.655,159,402,360
248,1,1,248,14000US08005086600,7.335170269,5812,2785,3027,0.479181005,0.520818995,775,2083,912,2042,0.133344804,0.351342051,766,0.131796284,2470,27,0.010931174,5632,85487,991,2216,0.193630324,0.432981633,2470,644,0.260728745,2.35,53,134,120,1,16163.9343,7335170.094,53,134,120
249,21,16,249,14000US08005083600,5.263372898,3832,1702,2130,0.444154489,0.555845511,823,2212,379,418,0.214770355,0.10908142,1129,0.294624217,1623,10,0.006161429,3671,59386,649,595,0.209017713,0.191626409,1623,804,0.495378928,2.36,2633,6790,5950,21,12379.04474,5263372.977,2633,6790,5950
250,8,4,250,14000US08005083100,2.627152205,6772,2879,3893,0.4251329,0.5748671,1657,3650,904,561,0.244683993,0.08284111,3079,0.454666273,2537,77,0.030350808,6448,91386,942,920,0.179053412,0.174871697,2537,559,0.220338983,2.67,444,1144,1016,8,6463.355666,2627152.205,444,1144,1016
251,3,3,251,14000US08005086000,3.367336988,8350,4011,4339,0.480359281,0.519640719,2729,4788,557,276,0.326826347,0.033053892,2270,0.271856287,2443,22,0.009005321,7946,99764,1245,900,0.207430856,0.149950017,2443,596,0.243962341,3.42,132,340,302,3,12234.91675,3367336.926,132,340,302
252,4,7,252,14000US08005085000,3.341451883,2036,993,1043,0.487721022,0.512278978,455,992,398,191,0.223477407,0.093811395,564,0.277013752,782,8,0.010230179,1952,93194,344,339,0.213135068,0.210037175,782,344,0.439897698,2.6,1025,1784,1710,4,7356.401789,3341451.89,1025,1784,1710
253,8,7,253,14000US08005087000,0.963532746,5331,2537,2794,0.475895704,0.524104296,1126,3702,310,193,0.211217408,0.036203339,2530,0.47458263,2104,169,0.080323194,4826,53073,1049,551,0.249464923,0.131034483,2104,1681,0.798954373,2.53,846,1775,1702,7,4013.450401,963532.7606,846,1775,1702
254,10,10,254,14000US08005085500,2.176592112,5594,2879,2715,0.514658563,0.485341437,1395,2571,965,663,0.24937433,0.118519843,844,0.150875939,1803,10,0.005546312,5281,115302,1130,1054,0.260608856,0.243081181,1803,159,0.088186356,3.1,558,1444,1280,10,6153.786543,2176592.084,558,1444,1280
255,4,4,255,14000US08005085600,1.28071332,3390,1708,1682,0.503834808,0.496165192,1025,1498,581,286,0.302359882,0.084365782,723,0.213274336,1000,5,0.005,3131,133333,656,583,0.25980198,0.230891089,1000,27,0.027,3.39,212,536,480,4,4713.345895,1280713.283,212,536,480
256,9,9,256,14000US08005085100,3.736634493,6880,3344,3536,0.486046512,0.513953488,2167,3508,652,553,0.31497093,0.080377907,2165,0.314680233,1993,0,0,6470,160964,1240,1124,0.248945995,0.225657498,1993,155,0.077772203,3.45,555,1400,1255,9,10048.16544,3736634.416,555,1400,1255
257,6,6,257,14000US08005086100,1.890206575,4798,2446,2352,0.509795748,0.490204252,1529,2432,577,260,0.318674448,0.054189246,1291,0.269070446,1565,21,0.01341853,4459,98641,753,776,0.218450827,0.225123296,1565,168,0.107348243,3.07,264,680,604,6,6582.104014,1890206.521,264,680,604
258,8,4,258,14000US08005083700,4.600596428,4118,2026,2092,0.491986401,0.508013599,852,1580,710,976,0.206896552,0.237008256,1284,0.311801846,1450,78,0.053793103,3831,88500,663,1262,0.194656489,0.370522607,1450,269,0.185517241,2.75,460,1116,1014,8,11963.00943,4600596.48,460,1116,1014
259,0,0,259,14000US08005086700,6.097822666,5034,2499,2535,0.496424315,0.503575685,1861,2530,392,251,0.369686134,0.049860946,1070,0.212554629,1449,9,0.00621118,4608,156972,814,591,0.240757172,0.174800355,1449,15,0.010351967,3.47,,,,0,10606.65448,6097822.551,,,
260,8,8,260,14000US08005085900,4.71184206,5393,2627,2766,0.487112924,0.512887076,1821,2710,440,422,0.33765993,0.078249583,1839,0.340997589,1672,24,0.014354067,4973,110366,829,897,0.221539284,0.239711384,1672,119,0.071172249,3.23,312,816,720,8,10517.43931,4711842.104,312,816,720
261,0,0,261,14000US08005083200,5.129004002,9372,4591,4781,0.489863423,0.510136577,3050,4972,900,450,0.325437473,0.048015365,2516,0.26845924,2802,17,0.006067095,8534,117442,1285,1250,0.195496729,0.190171915,2802,292,0.104211278,3.34,,,,0,9588.146889,5129004.015,,,
262,0,0,262,14000US08005083000,10.14873791,3758,1794,1964,0.477381586,0.522618414,893,1851,584,430,0.237626397,0.114422565,1699,0.452102182,1227,41,0.033414833,3471,102563,705,730,0.23906409,0.24754154,1227,72,0.058679707,3.06,,,,0,13077.95844,10148738.08,,,
263,8,8,263,14000US08005007301,0.858261764,2364,1210,1154,0.511844332,0.488155668,586,1368,264,146,0.247884941,0.061759729,1264,0.534686971,860,92,0.106976744,2175,47015,439,545,0.235010707,0.291755889,860,653,0.759302326,2.74,2298,5188,4714,8,4599.445787,858261.7544,2298,5188,4714
264,11,11,264,14000US08005087100,0.981569409,2695,1136,1559,0.421521336,0.578478664,519,1408,269,499,0.19257885,0.185157699,1138,0.422263451,1318,143,0.108497724,2400,40912,684,565,0.312328767,0.257990868,1318,909,0.689681335,2.04,1424,3082,2921,11,4402.435784,981569.437,1424,3082,2921
265,8,8,265,14000US08005086900,0.732463121,2945,1500,1445,0.509337861,0.490662139,543,2079,235,88,0.184380306,0.029881154,1623,0.551103565,1412,152,0.107648725,2709,53776,897,326,0.365973072,0.133006936,1412,1110,0.78611898,2.09,912,2080,1952,8,4153.218059,732463.1144,912,2080,1952
266,13,13,266,14000US08005087300,2.178212881,8277,3966,4311,0.479159116,0.520840884,2518,4370,789,600,0.304216504,0.072490033,4403,0.531956023,3132,160,0.051085568,7433,58000,1398,1241,0.232961173,0.206798867,3132,2537,0.810025543,2.61,1218,2652,2502,13,8588.556911,2178212.875,1218,2652,2502
267,11,2,267,14000US08005082900,2.567126274,4774,2216,2558,0.46418098,0.53581902,1184,2462,695,433,0.248010054,0.090699623,2092,0.438206954,1638,54,0.032967033,4392,76591,951,961,0.257374831,0.260081191,1638,278,0.16971917,2.91,222,864,654,11,6449.973142,2567126.349,222,864,654
268,12,12,268,14000US08005081700,1.848980546,3005,1447,1558,0.481530782,0.518469218,751,1370,531,353,0.249916805,0.117470882,631,0.209983361,988,11,0.011133603,2808,142679,750,562,0.320102433,0.239863423,988,98,0.099190283,3.04,961,2204,2063,12,5710.179584,1848980.592,961,2204,2063
269,17,7,269,14000US08059009851,3.974740028,3958,1823,2135,0.460586155,0.539413845,962,1534,725,737,0.243052046,0.186205154,355,0.089691764,1472,0,0,3802,112727,602,1003,0.192209451,0.320242656,1472,81,0.055027174,2.65,692,2021,1787,14,9473.072056,3974740.009,692,2021,1787
