"","stops.stop_name","stops.stop_id","stops.stop_lat","stops.stop_lon","freq"
"5866","Baseline Rd & Nyland Way",22832,40.000168,-105.152134,79
"5867","Arapahoe Rd & Dagny Way",22889,40.014549,-105.133782,77
"5868","6900 Block S Tucson Way",24277,39.590283,-104.835647,106
"5869","S University Blvd & S Cresthill Ln",24663,39.542442,-104.931468,43
"5870","Rock Creek Pkwy & S 88th St",25043,39.937883,-105.147887,43
"5871","Central Park Blvd & 26th Ave",25597,39.75489,-104.890871,163
"5872","S Collyer St & Countryside Estates",25625,40.139549,-105.09807,33
"5873","Clover Basin Dr & Dry Creek Dr",25675,40.144215,-105.134647,33
"5874","Monaco St & 63rd Pl",26085,39.812036,-104.912938,73
"5875","Alameda Dr & Alameda Ave",26651,39.709241,-104.815445,226
"5876","S Aurora Pkwy & Smoky Hill Rd",33127,39.597924,-104.705064,53
"5877","42nd Ave & Ireland Ct",33437,39.774262,-104.751012,123
"5878","Prairie Center Pkwy & 2300 South",34408,39.952285,-104.780388,30
"5879","Highlands Ranch Pkwy & Viaggio Way",34918,39.542686,-104.94883,43
"5880","US 85 / 72nd Ave",33849,39.826863,-104.928907,0
"5881","Olympic PnR",18955,39.667168,-104.80702,104
"5882","Pepsi Center / Elitch Gardens Station",34110,39.748691,-105.009234,0
"5883","W Evans Ave & S Federal Blvd",13581,39.678537,-105.024328,74
"5884","S Broadway & W Evans Ave",12517,39.678136,-104.987684,191
"5885","Sheridan Blvd & W Colfax Ave",16546,39.740854,-105.053077,96
"5886","W 10th Ave & Xavier St",10084,39.733152,-105.050763,32
"5887","47th Ave & Nome St",11249,39.782324,-104.852554,126
"5888","70th Ave & Monaco St",11633,39.823874,-104.911161,41
"5889","W 72nd Ave & Berthoud St",11649,39.827212,-105.016455,20
"5890","S Alton Way & Windsor Gardens Lot 8",12188,39.701985,-104.87956,46
"5891","Broadway & Forest Ave",12525,40.032206,-105.282177,206
"5892","Colfax Ave & Dayton St",12867,39.740055,-104.8738,456
"5893","Downing St & 26th Ave",13375,39.754302,-104.9733,111
"5894","S Downing St & Bates Ave",13390,39.664447,-104.973417,111
"5895","S Downing St & Bates Ave",13391,39.663844,-104.973561,111
"5896","W Evans Ave & S Tejon St",13634,39.678716,-105.010681,73
"5897","S Havana St & Kentucky Ave",14274,39.700549,-104.865815,165
"5898","Holly St & 62nd Ave",14333,39.808993,-104.922287,41
"5899","Huron St & W 92nd Ave",14426,39.862802,-104.996754,37
"5900","5700 Block S Lowell Blvd",15090,39.61318,-105.035766,50
"5901","S Lowell Blvd & W Tufts Ave",15109,39.634325,-105.034678,50
"5902","MLK Blvd & Marion St",15243,39.762041,-104.971352,178
"5903","Pecos St & W 56th Ave",15833,39.798639,-105.006206,51
"5904","Pecos St & W 68th Ave",15840,39.820515,-105.006088,51
"5905","Table Mesa Dr & S 42nd St",16683,39.985897,-105.245111,92
"5906","Yale Ave & S Wheeling Way",17368,39.667492,-104.835972,106
"5907","Potomac St & Parkview Dr",18625,39.721726,-104.8284,85
"5908","S Chambers Rd & Nassau Ave",19613,39.644206,-104.810271,115
"5909","S Peoria St & Warren Pl",19844,39.6764,-104.847407,143
"5910","Malaya St & 42nd Ave",20856,39.775451,-104.742362,123
"5911","S Dayton St & Jewell Ave",21245,39.682324,-104.875172,114
"5912","Sable Blvd & Colfax Ave",21342,39.741236,-104.819511,115
"5913","S Dayton St & S Parker Rd",21385,39.679375,-104.875351,114
"5914","Baseline Rd & Platt Middle School",22860,40.003688,-105.21008,79
"5915","South Boulder Rd & Clyncke Ln",23683,39.986874,-105.186032,74
"5916","S Quebec St & Business Center Dr",23839,39.559247,-104.905091,43
"5917","Airport Blvd & 13th Ave",23907,39.73635,-104.791369,63
"5918","Florida Ave & S Clinton St",23982,39.689202,-104.878002,114
"5919","Sable Blvd & 136th Ave",24532,39.943995,-104.818227,42
"5920","Rock Creek Pkwy & Pitkin St",25045,39.943916,-105.1586,43
"5921","S Quebec St & Bayaud Ave",25260,39.714864,-104.903526,91
"5922","Yarmouth Ave & 13th St",25785,40.058155,-105.280705,42
"5923","Central Park Blvd & 29th Ave",26071,39.758294,-104.890792,163
"5924","Monaco St & 62nd Ave",26083,39.809568,-104.91282,73
"5925","18th St & Welton St",34288,39.746264,-104.988609,89
"5926","46th Ave & Quivas St",34435,39.780232,-105.007825,74
"5927","Himalaya Rd & Mitchell Pl",34852,39.777658,-104.754102,126
"5928","12200 Block Claude Ct",35275,39.916051,-104.959121,81
"5929","S Federal Blvd & W Alameda Ave",13782,39.710616,-105.02527,209
"5930","Westminster Station S-Bound",34560,39.82239,-105.028733,72
"5931","13th Ave Station",34681,39.734452,-104.824601,0
"5932","Commerce City / 72nd Ave Station",35363,39.826497,-104.942292,0
"5933","Eastlake & 124th Station Gate A",26015,39.923223,-104.962765,90
"5934","30th Ave & Billings St",10812,39.757039,-104.82358,114
"5935","6th Ave & Del Mar Cir W",11536,39.725792,-104.850883,85
"5936","W Alameda Ave & S Kalamath St",12023,39.711078,-104.997817,148
"5937","S Broadway & Iowa Ave",12537,39.687251,-104.987406,196
"5938","Center Ave & 6th St",12689,39.719864,-105.120312,2
"5939","W Colfax Ave & Meadow Sweet Rd",12943,39.738855,-105.148445,95
"5940","S Colorado Blvd & Dartmouth Ave",13101,39.660633,-104.940522,116
"5941","S Downing St & Floyd Ave",13405,39.656517,-104.973592,111
"5942","S Downing St & Kentucky Ave",13416,39.70008,-104.973337,111
"5943","W Evans Ave & S Platte River D",13621,39.678311,-104.997066,74
"5944","Federal Blvd & W 6th Ave",13750,39.726872,-105.024988,208
"5945","Federal Blvd & W 97th Ave",13777,39.872507,-105.025077,60
"5946","W Florida Ave & S Tennyson St",13944,39.689425,-105.043555,63
"5947","Harlan St & W 47th Ave",14205,39.782333,-105.062758,96
"5948","S Havana St & Yale Ave",14285,39.667922,-104.86598,165
"5949","S Havana St & Yale Ave",14286,39.667209,-104.866301,177
"5950","Wadsworth Pkwy & W 92nd Ave",14451,39.863649,-105.08444,77
"5951","Iliff Ave & S Parker Rd",14541,39.674658,-104.870056,104
"5952","W Jewell Ave & S Ingalls St",14676,39.682132,-105.064525,74
"5953","S Kipling St & W Fair Dr",14865,39.604232,-105.110221,28
"5954","Lipan St & W 45th Ave",14998,39.777773,-105.001639,125
"5955","Maxwell Pl & Crystal St",15276,39.792151,-104.820722,123
"5956","S Monaco Pkwy & Iliff Ave",15542,39.675139,-104.912728,76
"5957","Pecos St & W 50th Ave",15824,39.785835,-105.006493,51
"5958","S Peoria St & Maple Ave",15942,39.713083,-104.847324,143
"5959","Sable Blvd & 12th Ave",16360,39.733083,-104.819461,176
"5960","Sheridan Blvd & W 35th Ave",16469,39.765814,-105.053334,96
"5961","S Sheridan Blvd & W Evans Ave",16553,39.679011,-105.053146,96
"5962","Wadsworth Blvd & W 10th Ave",16941,39.733672,-105.081605,97
"5963","Washington St & 45th Ave",17167,39.77865,-104.979081,111
"5964","Washington St & Coronado Pkwy",17214,39.846803,-104.97775,111
"5965","Hwy 119 & Hwy 52",18107,40.088298,-105.191316,54
"5966","Andrews Dr & 44th Ave",18811,39.777605,-104.824111,114
"5967","Kipling St & W 80th Ave",19420,39.842808,-105.109941,26
"5968","S Chambers Rd & Oxford Ave",19614,39.641834,-104.810324,115
"5969","Spine Rd & Williams Fork Trail",19687,40.06764,-105.202367,78
"5970","63rd St & Notting Hill Gate",19691,40.056347,-105.206963,80
"5971","W Church Ave & S Nevada St",19865,39.610355,-105.017499,191
"5972","Hwy 119 & Fourmile Cnyn Rd",20306,40.015194,-105.325572,29
"5973","S Birch St & Louisiana Ave",20466,39.692716,-104.93628,55
"5974","Downing St & Bruce Randolph Ave",20547,39.764226,-104.97327,187
"5975","Downing St & 26th Ave",20554,39.754972,-104.973415,111
"5976","S Clay St & W Warren Ave",21209,39.677128,-105.020308,320
"5977","5700 Block S Lowell Blvd",21691,39.612965,-105.036022,48
"5978","Mansfield Ave & Loyola Dr",22776,39.643192,-104.783701,39
"5979","22nd St & Larimer St",23221,39.755072,-104.990615,139
"5980","W Virginia Ave & S Lipan St",24393,39.707477,-105.000663,66
"5981","W Bowles Ave & S Union St",24581,39.609578,-105.134103,30
"5982","4900 Block S Ulster St",24745,39.627841,-104.894819,97
"5983","Wadsworth Pkwy & W 116th Cir",25449,39.904083,-105.095947,79
"5984","Arapahoe Rd & Hawkridge Rd",33250,40.014789,-105.086548,30
"5985","4800 Block W Kenyon Ave",33391,39.65017,-105.04819,62
"5986","56th Ave & Genoa St",33408,39.798532,-104.758655,123
"5987","6400 Block South Boulder Rd",33485,39.986336,-105.203408,74
"5988","Central Park Blvd & 35th Ave",33598,39.765623,-104.890242,165
"5989","S Sherman St & Iowa St",34186,40.149305,-105.115655,20
"5990","Prairie Center Pkwy & 2100 South",34410,39.956023,-104.776708,30
"5991","Orleans St & Stoll Pl",34815,39.785877,-104.73764,123
"5992","W 56th Ave & Wadsworth Bypass",34972,39.798167,-105.075629,20
"5993","Thornton East Side",33732,39.855342,-104.985899,0
"5994","US 287 & Niwot Rd",21010,40.10207,-105.102726,18
"5995","Downtown Boulder Station Gate 2",26100,40.017105,-105.276563,64
"5996","Bear Valley",34134,39.655993,-105.052943,0
"5997","S Race St & Davies Pl",16235,39.590805,-104.965483,53
"5998","Louisiana / Pearl Station",33725,39.692708,-104.97812,0
"5999","US 36 & McCaslin Station Gate D",19732,39.95901,-105.167351,149
"6000","Federal Center Station",33955,39.719895,-105.128448,272
"6001","40th & Colorado Station Gate C",34479,39.775888,-104.943169,191
"6002","13th Ave Station",34584,39.73446,-104.82369,152
"6003","17th Ave & Esplanade",10284,39.743726,-104.956224,84
"6004","17th Ave & Garfield St",10291,39.743681,-104.943681,84
"6005","W 38th Ave & Nelson St",11023,39.769218,-105.118053,102
"6006","W 44th Ave & Jay St",11150,39.776677,-105.065349,59
"6007","W 44th Ave & Wyandot St",11199,39.776607,-105.014954,59
"6008","W 50th Ave & Tennyson St",11351,39.787481,-105.043777,74
"6009","Alameda Ave & S Troy St",12100,39.711285,-104.84268,46
"6010","Bannock St & W 9th Ave",12328,39.730624,-104.990166,73
"6011","W Bowles Ave & S Coventry Ln",12406,39.609588,-105.051146,40
"6012","S Cherry St & Kentucky Ave",12754,39.70048,-104.934082,52
"6013","S Federal Blvd & W Jewell Ave",13827,39.682532,-105.024946,208
"6014","W Florida Ave & S Tennyson St",13945,39.68955,-105.044628,63
"6015","Hampden Ave & S Florence St",14147,39.652942,-104.871393,165
"6016","Holly St & 66th Way",14336,39.816399,-104.922108,41
"6017","W Jewell Ave & S Cody Way",14662,39.682119,-105.091326,74
"6018","W Jewell Ave & S Wadsworth Blvd",14693,39.682115,-105.080861,74
"6019","Monaco Pkwy & 29th Ave",15507,39.758108,-104.912866,76
"6020","Montview Blvd & Beeler St",15574,39.747511,-104.881386,247
"6021","Quincy Ave & S Atchison Way",16195,39.638446,-104.82667,91
"6022","S Sheridan Blvd & W Alameda Ave",16535,39.711899,-105.053106,96
"6023","Table Mesa Dr & S 43rd St",16682,39.985743,-105.244754,91
"6024","Wadsworth Blvd & W 90th Ave",17018,39.860428,-105.081673,79
"6025","W 92nd Ave & Grove St",18338,39.863377,-105.026662,65
"6026","700 Block Potomac St",18624,39.727601,-104.828414,85
"6027","5400 Block 62nd Avenue",18665,39.809271,-104.9234,90
"6028","S Chambers Rd & Dartmouth Ave",18957,39.660238,-104.810125,115
"6029","Bridge St & S 13th Ave",21217,39.986688,-104.806402,30
"6030","Via Appia & W Pine St",22123,39.976473,-105.15429,43
"6031","S Broadway & W Jamison Ave",22217,39.575836,-104.988605,111
"6032","Main St & W 119th Ave",22290,39.912297,-105.071936,45
"6033","S Sable Blvd & Exposition Ave",22444,39.702891,-104.819477,202
"6034","S Boston St & Arapahoe Rd",23200,39.596342,-104.881017,103
"6035","W 112th Ave & Benton St",23465,39.899693,-105.054795,35
"6036","Airport Blvd & 8th Ave",23909,39.729368,-104.791336,63
"6037","Bridge St & Sierra St",24344,39.98676,-104.775282,30
"6038","Highlands Ranch Pkwy & Westridge Knolls Ave",24646,39.543153,-105.009057,43
"6039","W Grant Ranch Blvd & S Saulsbury Way",25019,39.618636,-105.07952,38
"6040","S Quebec St & Bayaud Ave",25234,39.714872,-104.903835,97
"6041","S Yosemite St & Hampden Ave",25275,39.653637,-104.884932,97
"6042","Decatur St & W 10th Ave",25926,39.732739,-105.021807,37
"6043","119th St & Meadow Sweet Farm Pkwy",33248,40.033655,-105.074633,30
"6044","Kansas Ave & S Sherman St",34183,40.147411,-105.118746,20
"6045","Decatur St & W Holden Pl",34614,39.73628,-105.021842,656
"6046","S Blackhawk St & Mississippi Ave",34731,39.697261,-104.823759,81
"6047","Peck Dr & Redmond Dr",35002,40.149948,-105.161634,33
"6048","US 36 & Table Mesa Station Gate B",33855,39.986706,-105.232717,140
"6049","106th / Melody",34129,39.888698,-104.995115,0
"6050","Smoky Hill - Picadilly PnR",26126,39.608726,-104.746993,54
"6051","Pike Rd & S Sunset St",25621,40.137794,-105.120985,33
"6052","Decatur / Federal Station Gate F",13702,39.737666,-105.025362,209
"6053","Denver Airport Station",34475,39.846725,-104.673986,290
"6054","W 112th Ave & Federal Blvd",10090,39.899746,-105.025765,69
"6055","W 26th Ave & Tennyson St",10689,39.754912,-105.043861,56
"6056","47th Ave & Nome St",11248,39.782431,-104.853077,114
"6057","Logan Ct & 57th Ave",11426,39.80015,-104.981252,37
"6058","W 58th Ave & Urban St",11444,39.801872,-105.134101,74
"6059","W 72nd Ave & Sheridan Blvd",11692,39.827196,-105.051923,20
"6060","Broadway & University Ave",12609,40.009841,-105.27658,354
"6061","Collyer St & 17th Ave",13029,40.18928,-105.097553,22
"6062","S Colorado Blvd & Dickinson Pl",13124,39.670925,-104.940837,175
"6063","Downing St & 18th Ave",13370,39.745392,-104.97318,111
"6064","S Monaco Pkwy & Eastman Ave",15531,39.658345,-104.913032,76
"6065","Pecos St & W 92nd Ave",15857,39.863785,-105.005945,51
"6066","S Sheridan Blvd & W Alameda Ave",16536,39.710858,-105.053352,96
"6067","Wadsworth Blvd & W 75th Ave",17005,39.832431,-105.081776,77
"6068","S Wadsworth Blvd & W Yale Ave",17110,39.667332,-105.0816,95
"6069","S Main St & Jersey Ave",17660,40.149018,-105.102689,49
"6070","California St & 17th St",17733,39.746352,-104.990792,399
"6071","US 85 & 120th Ave",19162,39.913861,-104.857666,6
"6072","120th Ave & Madison St",19578,39.913996,-104.946488,36
"6073","55th St & Flatiron Pkwy",21037,40.024536,-105.225279,22
"6074","Blake St & 14th St",21375,39.749044,-105.001287,260
"6075","South Boulder Rd & Cherryvale Rd",21709,39.986209,-105.213243,74
"6076","Navajo St & W 37th Ave",21980,39.76827,-105.00419,128
"6077","Caley Ave & S Boston St",22038,39.602403,-104.881184,106
"6078","Brighton Rd & 84th Ave",22983,39.849326,-104.91801,41
"6079","104th Ave & Steele St",23719,39.884781,-104.950031,63
"6080","S Buckley Rd & Arkansas Pl",23880,39.690498,-104.790833,166
"6081","Mansfield Ave & S Yampa St",23987,39.646968,-104.772802,38
"6082","51st Ave & Scranton St",24118,39.78922,-104.843315,123
"6083","Tower Rd & 19th Ave",24510,39.745923,-104.772342,60
"6084","W Bowles Ave & S Wright St",24580,39.609547,-105.139274,30
"6085","Highlands Ranch Pkwy & Lucent Blvd",24968,39.545962,-105.005772,45
"6086","W Grant Ranch Blvd & S Jay Cir E",25009,39.61445,-105.060101,40
"6087","Quebec St & Colfax Ave",25272,39.740568,-104.903335,91
"6088","S Public Rd & Miners Dr",25315,39.983795,-105.090375,18
"6089","53rd Ave & Idalia St",25509,39.790132,-104.807073,126
"6090","S Chambers Rd & Pheasant Run Pkwy",25756,39.635011,-104.810135,114
"6091","Arapahoe Rd & Stonehenge Dr",33465,40.014708,-105.104614,77
"6092","Huron St & Community Center Dr",34342,39.898998,-104.996554,40
"6093","Andrews Dr & Elk Pl",34863,39.784979,-104.833374,126
"6094","Kipling Ct & W 51st Pl",34925,39.790637,-105.110403,39
"6095","Kipling Pkwy & W 55th Ave",35203,39.796115,-105.112237,26
"6096","Colfax at Auraria Station",23058,39.74033,-105.002519,256
"6097","University of Denver Station",33722,39.684914,-104.964677,0
"6098","Steele St & Ellsworth Ave",16656,39.716521,-104.949708,226
"6099","Peoria Station Gate D",34497,39.766713,-104.850614,123
"6100","W 32nd Ave & Marshall St",10896,39.762131,-105.067913,40
"6101","6th Ave & Dayton St",11533,39.725469,-104.87491,85
"6102","Albrook Dr & Abilene St",12153,39.778567,-104.83767,114
"6103","Arapahoe Rd & S Pearl St",12288,39.595058,-104.979464,54
"6104","Baseline Rd & 35th St",12344,39.999887,-105.249538,79
"6105","Broadway & College Ave",12574,40.007812,-105.275329,422
"6106","Colfax Ave & Krameria St",12921,39.740046,-104.915631,456
"6107","W Colfax Ave & Tabor St",12992,39.740026,-105.131113,95
"6108","Colorado Blvd & 8th Ave",13080,39.728795,-104.940831,160
"6109","W Evans Ave & S Huron St",13622,39.67855,-104.997411,73
"6110","Federal Blvd & W 62nd Ave",13743,39.809613,-105.025152,174
"6111","S Federal Blvd & W Cornell Ave",13806,39.661594,-105.025045,160
"6112","W Florida Ave & S Depew St",13877,39.689575,-105.058376,63
"6113","Hampden Ave & S Dayton St",14141,39.653157,-104.876129,163
"6114","Iliff Ave & S Lima St",14536,39.674866,-104.856934,98
"6115","Kipling St & W 49th Ave",14825,39.786041,-105.109419,39
"6116","Knox Ct & W 10th Ave",14905,39.733102,-105.032212,49
"6117","Main St & 8th Ave",15158,40.172571,-105.102384,33
"6118","W Mississippi Ave & S Depew St",15343,39.696802,-105.057698,63
"6119","S Monaco Pkwy & Carter Cir",15522,39.660809,-104.913023,76
"6120","S Monaco Pkwy & Cedar Ave",15524,39.712834,-104.912965,76
"6121","South Golden Rd & Camp George West",15704,39.733974,-105.171732,102
"6122","Ura Ln & W 104th Ave",16887,39.884684,-105.012203,51
"6123","W Yale Ave & S Knox Ct",17330,39.667736,-105.032277,81
"6124","19th St & Stout St",17724,39.748748,-104.989695,168
"6125","Arapahoe Rd & Park Lake Dr",17863,40.014569,-105.14626,77
"6126","E Spaulding St & S Public Rd",17910,39.991403,-105.089906,45
"6127","US 287 & Dillon Rd",17972,39.957521,-105.090469,18
"6128","4000 Block Youngfield St",19112,39.769913,-105.142628,152
"6129","S Parker Rd & Iliff Ave",19912,39.675116,-104.871092,114
"6130","US 287 & Diamond Cir",19961,40.004371,-105.10269,18
"6131","Bridge St & N 8th Ave",20041,39.98685,-104.812176,30
"6132","Pecos St & W 85th Ave",20515,39.851951,-105.006154,51
"6133","Chambers Rd & 46th Ave",20865,39.776448,-104.80966,117
"6134","South Boulder Rd & Main St",21697,39.9868,-105.131392,116
"6135","Federal Blvd & W 86th Ave",22019,39.852574,-105.025079,57
"6136","6800 Block Baseline Rd",22821,40.000065,-105.191213,79
"6137","Baseline Rd & Wewoka Dr",22827,40.00006,-105.170771,79
"6138","Baseline Rd & N 95th St",22839,40.000072,-105.129332,79
"6139","Hampden Ave & Hampden Pl",22895,39.653207,-104.825208,108
"6140","W Colfax Ave & Elati St",23216,39.739964,-104.994326,219
"6141","16th Street Mall & Wynkoop St",25425,39.751815,-105.000764,554
"6142","16th Street Mall & Blake St",33570,39.750602,-104.999357,560
"6143","Coalton Rd & Rock Creek Pkwy",34133,39.928762,-105.146595,42
"6144","51st Ave & Boiling Dr",34870,39.787146,-104.824261,126
"6145","Sh 72 / Sh 93",33841,39.865537,-105.239732,0
"6146","Auraria West Campus Station",34112,39.742207,-105.011133,0
"6147","Union Station",33646,39.754727,-105.00345,560
"6148","23rd Ave & Main St",17658,40.199466,-105.104269,27
"6149","Knox Ct & W 12th Ave",33952,39.735228,-105.032305,49
"6150","Aurora Metro Center Stn Gate D",26333,39.708432,-104.81817,114
"6151","W 112th Ave & Sheridan Blvd",10094,39.899623,-105.051659,35
"6152","13th Ave & Garfield St",10211,39.736801,-104.94427,105
"6153","W 32nd Ave & Ingalls St",10888,39.76206,-105.064523,40
"6154","W 32nd Ave & Lamar St",10895,39.762068,-105.067295,40
"6155","Bruce Randolph Ave & Clayton St",10940,39.76453,-104.955423,76
"6156","W 44th Ave & Hoyt Ct",11145,39.778048,-105.103854,58
"6157","W 72nd Ave & Newton St",11677,39.827363,-105.03772,20
"6158","5700 Block Arapahoe Ave",12236,40.014519,-105.22017,90
"6159","Arapahoe Rd & S Lee Ct",12283,39.595183,-104.985632,53
"6160","Dahlia St & 52nd Ave",13219,39.791354,-104.931707,156
"6161","W Dartmouth Ave & S Ingalls Way",13274,39.659154,-105.064889,16
"6162","W Exposition Ave & S Dale Ct",13656,39.703935,-105.021908,63
"6163","Federal Blvd & W 10th Ave",13699,39.732643,-105.025277,209
"6164","S Federal Blvd & W Princeton Pl",13841,39.639372,-105.025245,50
"6165","Holly St & 64th Ave",14334,39.813082,-104.922134,41
"6166","Kalamath St & W 12th Ave",14719,39.734639,-105.000233,82
"6167","S Lowell Blvd & W Bowles Ave",15088,39.610504,-105.036896,50
"6168","Main St & 17th Ave",15145,40.187735,-105.102414,36
"6169","Marion St & Walnut St",15212,39.769482,-104.971945,56
"6170","S Monaco Pkwy & Virginia Ave",15568,39.707271,-104.912978,76
"6171","Mountain View Ave & Frontier Dr",15634,40.181261,-105.127952,22
"6172","W Yale Ave & S Raleigh St",17358,39.667667,-105.041197,68
"6173","15th St & Cleveland Pl",17698,39.741184,-104.989239,1015
"6174","Alameda Ave & S Memphis Way",18591,39.706724,-104.797665,108
"6175","Main St & W 116th Ave",19557,39.907264,-105.071656,45
"6176","Lehigh St & Redstone Rd",19724,39.964848,-105.253703,185
"6177","Yale Ave & S Chambers Rd",20643,39.670782,-104.810612,104
"6178","Pecos St & W 64th Ave N",21985,39.81436,-105.006373,51
"6179","120th Ave & Fairfax St",22755,39.914042,-104.928157,74
"6180","Havana St & 37th Ave",23425,39.76968,-104.865637,12
"6181","US 287 & Lookout Rd",23797,40.072405,-105.102653,18
"6182","S Buckley Rd & Arkansas Dr",23915,39.689897,-104.791198,167
"6183","Smoky Hill Rd & S Biscay Cir",24002,39.61668,-104.768275,53
"6184","W Colfax Ave & Colorado Mills Blvd",24158,39.732685,-105.16262,98
"6185","S Broadway & Southpark Dr",24460,39.567679,-104.988699,111
"6186","Holly St & 36th Ave",24831,39.767535,-104.922348,76
"6187","Highlands Ranch Pkwy & Spring Hill Pkwy",24971,39.536004,-105.017108,45
"6188","Quebec St & Lowry Blvd",25683,39.717571,-104.903461,176
"6189","W 120th Ave & Mariposa St",26229,39.914152,-105.001995,45
"6190","S Buckley Rd & Crestline Ave",26372,39.618509,-104.791517,60
"6191","Clover Basin Dr & Dry Creek Dr",33009,40.143965,-105.133767,33
"6192","US 287 & Arapahoe Rd",33110,40.016709,-105.102759,18
"6193","Mississippi Ave & S Idalia St",33539,39.696729,-104.806591,106
"6194","Maxwell Pl & Malaya St",34804,39.795149,-104.742934,126
"6195","Himalaya Rd & 46th Ave",34854,39.779157,-104.755428,126
"6196","4100 Block S Parker Road",34892,39.640204,-104.828677,93
"6197","US 36 & Flatiron Station Gate A",34657,39.933392,-105.122865,140
"6198","Ward Road",33852,39.780657,-105.139203,0
"6199","Colorado Station Gate B",26149,39.679836,-104.938318,104
"6200","Colorado Station Gate F",26152,39.680024,-104.93807,98
"6201","1st Ave & Fillmore Plaza",18861,39.718256,-104.953168,171
"6202","Knox Station",34233,39.735434,-105.03288,0
"6203","Denver Airport Station Gate 10",34654,39.847957,-104.672991,101
"6204","Clear Creek-Federal Station Gate A",34531,39.804192,-105.023342,175
"6205","Lone Tree City Center Station",35207,39.527318,-104.863268,448
"6206","17th Ave & Broadway",10277,39.743228,-104.987267,84
"6207","W 1st Ave & Perry St",10467,39.718234,-105.040255,49
"6208","31st Ave & York St",10854,39.760691,-104.959332,181
"6209","W 44th Ave & Vrain St",11193,39.776499,-105.045993,58
"6210","W 72nd Ave & Raritan St",11689,39.827361,-105.010221,20
"6211","Arapahoe Ave & 28th St",12229,40.014528,-105.25921,92
"6212","S Broadway & Yale Ave",12616,39.667997,-104.987477,196
"6213","Colfax Ave & Garfield St",12886,39.740219,-104.943854,239
"6214","W Colfax Ave & Miller St",12930,39.740083,-105.114924,216
"6215","S Downing St & Alameda Ave",13388,39.711339,-104.973335,111
"6216","S Downing St & Yale Ave",13432,39.667473,-104.973414,111
"6217","Evans Ave & S Oneida St",13614,39.678531,-104.908593,98
"6218","Evans Ave & S Pearl St",13618,39.67864,-104.980842,98
"6219","Federal Blvd & W 82nd Ave",13762,39.845197,-105.024724,60
"6220","S Federal Blvd & W Cornell Ave",13802,39.662576,-105.025258,160
"6221","S Federal Blvd & W Mississippi Ave",13836,39.69712,-105.02498,208
"6222","W Hampden Ave & S Irving St",14156,39.653221,-105.029718,50
"6223","W Kentucky Ave & S Lowell Blvd",14755,39.700295,-105.034015,66
"6224","Kipling St & W 13th Pl",14794,39.736847,-105.10972,39
"6225","Lipan St & W 38th Ave",14990,39.769533,-105.0017,125
"6226","W Mississippi Ave & S Quivas St",15433,39.696785,-105.006973,63
"6227","Moorhead Ave & Ash Ave",15618,39.995228,-105.251346,11
"6228","S Peoria St & Jewell Ave",15937,39.682543,-104.847122,149
"6229","Quebec St & 13th Ave",16115,39.737514,-104.903412,91
"6230","S University Blvd & Floyd Ave",16837,39.656839,-104.959377,37
"6231","S University Blvd & Geddes Ave",16842,39.584922,-104.960444,40
"6232","Wadsworth Blvd & W 44th Ave",16967,39.777517,-105.08126,101
"6233","Wadsworth Blvd & W 90th Ave",17017,39.858935,-105.081901,138
"6234","S Webster St & W Bates Ave",17232,39.66474,-105.078493,16
"6235","York St & Colfax Ave",17415,39.739667,-104.959845,40
"6236","S Yosemite St & Tufts Ave",17454,39.633151,-104.885321,97
"6237","Main St & 19th Ave",17659,40.191064,-105.10252,33
"6238","W 92nd Ave & Holiday Cir",18343,39.863403,-105.012131,65
"6239","Hoffman Blvd & Revere St",18618,39.729714,-104.840982,85
"6240","US 85 & 120th Ave",19161,39.914894,-104.856584,7
"6241","S Buckley Rd & Stanford Ave",19620,39.634746,-104.791342,60
"6242","63rd St & Longbow Dr",19689,40.063807,-105.206943,80
"6243","52nd Ave & Monroe St",20002,39.791041,-104.944918,90
"6244","South Boulder Rd & Centaur Village Dr",20007,39.986913,-105.107361,73
"6245","S Parker Rd & Lehigh Ave",20368,39.647585,-104.829105,91
"6246","Via Appia & Tyler Ave",21656,39.978034,-105.149872,117
"6247","Downing St & 18th Ave",23074,39.745104,-104.973487,111
"6248","Mississippi Ave & S Willow St",23704,39.696692,-104.888504,81
"6249","S Tower Rd & S Telluride St",23811,39.668581,-104.772628,108
"6250","S Quebec St & Timberline Rd",23846,39.54374,-104.91119,43
"6251","S University Blvd & Teal Ridge Ct",24673,39.542876,-104.937225,43
"6252","Highlands Ranch Pkwy & Clairton Dr",24959,39.540537,-104.954132,43
"6253","Via Appia & Nighthawk Cir",25536,39.975628,-105.157874,42
"6254","Monaco St & 60th Ave",26082,39.805943,-104.912787,73
"6255","Louisiana Ave & S Uravan St",33356,39.693118,-104.777737,108
"6256","Hampden Ave & S Emerson St",34368,39.653206,-104.977509,147
"6257","40th Ave & Central Park Blvd",34400,39.773265,-104.873626,15
"6258","Ireland St & Maxwell Pl",34798,39.795169,-104.75206,126
"6259","W 52nd Ave & Carr St",34943,39.791057,-105.090435,20
"6260","Highlands Ranch Town Center PnR Gate A",24919,39.547109,-104.997463,45
"6261","W Colfax Ave & Lipan St",18982,39.740236,-105.001567,221
"6262","Auraria West Station",25427,39.742027,-105.010937,816
"6263","S Federal Blvd & W Evans Ave Gate D",26186,39.677545,-105.02526,191
